Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010285,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010285.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010207,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010207.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010212,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010212.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010014,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010014.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010017,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010017.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010220,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010220.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010298,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010298.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010060,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010060.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010215,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010215.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010160,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010160.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010054,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010054.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010072,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010072.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010369,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010369.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010108,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010108.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010375,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010375.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010042,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010042.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010134,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010134.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010237,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010237.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010115,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010115.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010137,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010137.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010396,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010396.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010252,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010252.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010249,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010249.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010230,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010230.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010045,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010045.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010078,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010078.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010111,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010111.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010239,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010239.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010221,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010221.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010143,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010143.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010180,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010180.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010376,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010376.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010248,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010248.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010161,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010161.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010187,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010187.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010390,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010390.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010157,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010157.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010043,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010043.wav,spoof
Output_ljspeech_fast_pitch*SPEAKER0301*SESSION0*003010166,/raid/zihan/dataset/Output_ljspeech_fast_pitch/SPEAKER0301/SESSION0/003010166.wav,spoof
